"REGION","CERCLE","COMMUNE","VFQ","CV","BV","ELECTEURS_M","ELECTEURS_F","ELECTEURS"
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-TREICHVILLE","ABIDJAN TREICHVILLE","001",335,135,470
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-TREICHVILLE","ABIDJAN TREICHVILLE","002",318,152,470
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-TREICHVILLE","ABIDJAN TREICHVILLE","003",334,136,470
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-TREICHVILLE","ABIDJAN TREICHVILLE","004",322,148,470
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-TREICHVILLE","ABIDJAN TREICHVILLE","005",315,155,470
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-TREICHVILLE","ABIDJAN TREICHVILLE","006",334,135,469
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-TREICHVILLE","ABIDJAN TREICHVILLE","007",320,149,469
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-TREICHVILLE","ABIDJAN TREICHVILLE","008",325,144,469
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-YOPOUGON","ABIDJAN YOPOUGON","001",350,123,473
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-YOPOUGON","ABIDJAN YOPOUGON","002",340,132,472
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-YOPOUGON","ABIDJAN YOPOUGON","003",344,128,472
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-YOPOUGON","ABIDJAN YOPOUGON","004",359,113,472
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-YOPOUGON","ABIDJAN YOPOUGON","005",352,120,472
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-YOPOUGON","ABIDJAN YOPOUGON","006",332,140,472
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-YOPOUGON","ABIDJAN YOPOUGON","007",351,121,472
"ETRANGER","ETRANGER","ABIDJAN","ABIDJAN-YOPOUGON","ABIDJAN YOPOUGON","008",357,115,472
"ETRANGER","ETRANGER","ABIDJAN","ABOISSO","ABOISSO","001",184,96,280
"ETRANGER","ETRANGER","ABIDJAN","ABOISSO","ABOISSO","002",193,87,280
"ETRANGER","ETRANGER","ABIDJAN","ADZOPE","ADZOPE","001",296,172,468
"ETRANGER","ETRANGER","ABIDJAN","AGBOVILLE","AGBOVILLE","001",351,102,453
"ETRANGER","ETRANGER","ABIDJAN","AGNIBILEKROU","AGNIBILEKRO","001",186,58,244
"ETRANGER","ETRANGER","ABIDJAN","AGNIBILEKROU","NIABLE","001",6,1,7
"ETRANGER","ETRANGER","ABIDJAN","AKOUPE","AKOUPE","001",128,48,176
"ETRANGER","ETRANGER","ABIDJAN","ANYAMA","ANYAMA","001",269,194,463
"ETRANGER","ETRANGER","ABIDJAN","ANYAMA","ANYAMA","002",257,206,463
"ETRANGER","ETRANGER","ABIDJAN","ANYAMA","ANYAMA","003",273,190,463
"ETRANGER","ETRANGER","ABIDJAN","ANYAMA","ANYAMA","004",276,186,462
"ETRANGER","ETRANGER","ABIDJAN","ASSINIE","ASSINI MAFIA","001",82,47,129
"ETRANGER","ETRANGER","ABIDJAN","AYAME","AYAME","001",241,104,345
"ETRANGER","ETRANGER","ABIDJAN","AYAME","AYAME","002",250,94,344
"ETRANGER","ETRANGER","ABIDJAN","BANGOLO","BANGOLO","001",275,78,353
"ETRANGER","ETRANGER","ABIDJAN","BECEDI","BECEDI","001",1,0,1
"ETRANGER","ETRANGER","ABIDJAN","BETTIE","BETTIE","001",19,3,22
"ETRANGER","ETRANGER","ABIDJAN","BLOLEQUIN","BLOLEQUIN","001",1,0,1
"ETRANGER","ETRANGER","ABIDJAN","BONOUA","BONOUA","001",197,86,283
"ETRANGER","ETRANGER","ABIDJAN","BONOUA","BONOUA","002",165,117,282
"ETRANGER","ETRANGER","ABIDJAN","BOUAFLE","BOUAFLE","001",124,48,172
"ETRANGER","ETRANGER","ABIDJAN","BUYO","BUYO","001",283,84,367
"ETRANGER","ETRANGER","ABIDJAN","BUYO","BUYO","002",280,86,366
"ETRANGER","ETRANGER","ABIDJAN","BUYO","BUYO","003",255,111,366
"ETRANGER","ETRANGER","ABIDJAN","DABOU","DABOU","001",220,92,312
"ETRANGER","ETRANGER","ABIDJAN","DABOU","DABOU","002",219,93,312
"ETRANGER","ETRANGER","ABIDJAN","DALOA","DALOA","001",312,119,431
"ETRANGER","ETRANGER","ABIDJAN","DALOA","DALOA","002",312,119,431
"ETRANGER","ETRANGER","ABIDJAN","DALOA","DALOA","003",311,120,431
"ETRANGER","ETRANGER","ABIDJAN","DALOA","DALOA","004",305,125,430
"ETRANGER","ETRANGER","ABIDJAN","DALOA","DALOA","005",311,119,430
"ETRANGER","ETRANGER","ABIDJAN","DALOA","DALOA","006",309,121,430
"ETRANGER","ETRANGER","ABIDJAN","DALOA","DALOA","007",295,135,430
"ETRANGER","ETRANGER","ABIDJAN","DANAME","DANAME","001",197,8,205
"ETRANGER","ETRANGER","ABIDJAN","DAOUKRO","DAOUKRO","001",259,73,332
"ETRANGER","ETRANGER","ABIDJAN","DIEGONEFLA","DIEGONEFLA","001",0,1,1
"ETRANGER","ETRANGER","ABIDJAN","DIMBOKRO","DIMBOKRO","001",116,23,139
"ETRANGER","ETRANGER","ABIDJAN","DIVO","DIVO","001",343,127,470
"ETRANGER","ETRANGER","ABIDJAN","DIVO","DIVO","002",351,119,470
"ETRANGER","ETRANGER","ABIDJAN","DIVO","DIVO","003",346,124,470
"ETRANGER","ETRANGER","ABIDJAN","DIVO","DIVO","004",351,118,469
"ETRANGER","ETRANGER","ABIDJAN","DIVO","DIVO","005",344,125,469
"ETRANGER","ETRANGER","ABIDJAN","DIVO","DIVO","006",343,126,469
"ETRANGER","ETRANGER","ABIDJAN","DJIROUTOU","DJIROUTOU","001",2,0,2
"ETRANGER","ETRANGER","ABIDJAN","DUEKOUE","DUEKOUE","001",403,81,484
"ETRANGER","ETRANGER","ABIDJAN","DUEKOUE","DUEKOUE","002",411,72,483
"ETRANGER","ETRANGER","ABIDJAN","FRESCO","FRESCO","001",271,133,404
"ETRANGER","ETRANGER","ABIDJAN","GAGNOA","GAGNOA","001",283,154,437
"ETRANGER","ETRANGER","ABIDJAN","GAGNOA","GAGNOA","002",294,143,437
"ETRANGER","ETRANGER","ABIDJAN","GAGNOA","GAGNOA","003",296,141,437
"ETRANGER","ETRANGER","ABIDJAN","GAGNOA","GAGNOA","004",301,135,436
"ETRANGER","ETRANGER","ABIDJAN","GAGNOA","GAGNOA","005",298,138,436
"ETRANGER","ETRANGER","ABIDJAN","GRABO","GRABO","001",111,29,140
"ETRANGER","ETRANGER","ABIDJAN","GRAND BASSAM","GRAND BASSAM","001",212,101,313
"ETRANGER","ETRANGER","ABIDJAN","GRAND BASSAM","GRAND BASSAM","002",224,89,313
"ETRANGER","ETRANGER","ABIDJAN","GRAND BEREBY","GRAND BEREBY","001",294,103,397
"ETRANGER","ETRANGER","ABIDJAN","GRAND LAHOU","GRAND LAHOU","001",202,55,257
"ETRANGER","ETRANGER","ABIDJAN","GRAND LAHOU","GRAND LAHOU","002",199,58,257
"ETRANGER","ETRANGER","ABIDJAN","GRAND ZATTRY","GRAND ZATTRY","001",1,0,1
"ETRANGER","ETRANGER","ABIDJAN","GUIGLO","GUIGLO","001",136,55,191
"ETRANGER","ETRANGER","ABIDJAN","GUIGLO","KOTOBI","001",137,53,190
"ETRANGER","ETRANGER","ABIDJAN","GUIGLO","KOUIBLI","001",147,43,190
"ETRANGER","ETRANGER","ABIDJAN","GUITRY","GUITRY","001",251,151,402
"ETRANGER","ETRANGER","ABIDJAN","GUITRY","GUITRY","002",233,169,402
"ETRANGER","ETRANGER","ABIDJAN","HERMAKONO","HEREMAKONO","001",236,31,267
"ETRANGER","ETRANGER","ABIDJAN","ISSIA","ISSIA","001",275,118,393
"ETRANGER","ETRANGER","ABIDJAN","ISSIA","ISSIA","002",278,115,393
"ETRANGER","ETRANGER","ABIDJAN","ISSIA","ISSIA","003",280,113,393
"ETRANGER","ETRANGER","ABIDJAN","JACQUEVILLE","JACQUEVILLE","001",167,80,247
"ETRANGER","ETRANGER","ABIDJAN","LAKOTA","LAKOTA","001",327,155,482
"ETRANGER","ETRANGER","ABIDJAN","LAKOTA","LAKOTA","002",342,139,481
"ETRANGER","ETRANGER","ABIDJAN","MAN","MAN","001",409,84,493
"ETRANGER","ETRANGER","ABIDJAN","MAN","MAN","002",401,91,492
"ETRANGER","ETRANGER","ABIDJAN","MAN","MAN","003",391,101,492
"ETRANGER","ETRANGER","ABIDJAN","M'BAHIAKRO","M BAHIAKRO","001",105,75,180
"ETRANGER","ETRANGER","ABIDJAN","MEAGUI","MEAGUI","001",254,142,396
"ETRANGER","ETRANGER","ABIDJAN","MEAGUI","MEAGUI","002",260,136,396
"ETRANGER","ETRANGER","ABIDJAN","MEAGUI","MEAGUI","003",245,151,396
"ETRANGER","ETRANGER","ABIDJAN","MEAGUI","MEAGUI","004",259,136,395
"ETRANGER","ETRANGER","ABIDJAN","N'DOUCI","N DOUCI","001",210,113,323
"ETRANGER","ETRANGER","ABIDJAN","N'DOUCI","N DOUCI","002",223,100,323
"ETRANGER","ETRANGER","ABIDJAN","OUME","OUME","001",280,96,376
"ETRANGER","ETRANGER","ABIDJAN","OUME","OUME","002",266,109,375
"ETRANGER","ETRANGER","ABIDJAN","OUME","OUME","003",270,105,375
"ETRANGER","ETRANGER","ABIDJAN","OURAGAHIO","OURAGAHIO","001",199,128,327
"ETRANGER","ETRANGER","ABIDJAN","OURAGAHIO","OURAGAHIO","002",208,118,326
"ETRANGER","ETRANGER","ABIDJAN","SAN PEDRO","SAN PEDRO","001",325,127,452
"ETRANGER","ETRANGER","ABIDJAN","SAN PEDRO","SAN PEDRO","002",313,139,452
"ETRANGER","ETRANGER","ABIDJAN","SAN PEDRO","SAN PEDRO","003",293,159,452
"ETRANGER","ETRANGER","ABIDJAN","SAN PEDRO","SAN PEDRO","004",310,142,452
"ETRANGER","ETRANGER","ABIDJAN","SAN PEDRO","SAN PEDRO","005",313,139,452
"ETRANGER","ETRANGER","ABIDJAN","SAN PEDRO","SAN PEDRO","006",310,142,452
"ETRANGER","ETRANGER","ABIDJAN","SASSANDRA","SASSANDRA","001",171,37,208
"ETRANGER","ETRANGER","ABIDJAN","SIKENSI","SIKENSI","001",1,0,1
"ETRANGER","ETRANGER","ABIDJAN","SINFRA","SINFRA","001",356,128,484
"ETRANGER","ETRANGER","ABIDJAN","SINFRA","SINFRA","002",348,135,483
"ETRANGER","ETRANGER","ABIDJAN","SOUBRE","SOUBRE","001",320,152,472
"ETRANGER","ETRANGER","ABIDJAN","SOUBRE","SOUBRE","002",319,153,472
"ETRANGER","ETRANGER","ABIDJAN","SOUBRE","SOUBRE","003",324,147,471
"ETRANGER","ETRANGER","ABIDJAN","SOUBRE","SOUBRE","004",318,153,471
"ETRANGER","ETRANGER","ABIDJAN","SOUBRE","SOUBRE","005",320,151,471
"ETRANGER","ETRANGER","ABIDJAN","SOUBRE","SOUBRE","006",313,158,471
"ETRANGER","ETRANGER","ABIDJAN","SOUBRE","SOUBRE","007",318,153,471
"ETRANGER","ETRANGER","ABIDJAN","SOUBRE","SOUBRE","008",317,154,471
"ETRANGER","ETRANGER","ABIDJAN","TAABO","TAABO","001",151,104,255
"ETRANGER","ETRANGER","ABIDJAN","TABOU","TABOU","001",150,73,223
"ETRANGER","ETRANGER","ABIDJAN","TIASSALE","TIASSALE","001",93,41,134
"ETRANGER","ETRANGER","ABIDJAN","TIEBISSOU","KOSSOU","001",7,3,10
"ETRANGER","ETRANGER","ABIDJAN","TIEBISSOU","TIEBISSOU","001",229,84,313
"ETRANGER","ETRANGER","ABIDJAN","TOULEPLEU","TOULEPLEU","001",1,1,2
"ETRANGER","ETRANGER","ABIDJAN","TOUMODI","TOUMODI","001",166,46,212
"ETRANGER","ETRANGER","ABIDJAN","VAVOUA","VAVOUA","001",384,103,487
"ETRANGER","ETRANGER","ABIDJAN","VAVOUA","VAVOUA","002",369,118,487
"ETRANGER","ETRANGER","ABIDJAN","VAVOUA","VAVOUA","003",380,107,487
"ETRANGER","ETRANGER","ABIDJAN","YAKASSE ATTOBROU","YAKASSE ATTOBROU","001",0,1,1
"ETRANGER","ETRANGER","ABIDJAN","YAMOUSSOUKRO","YAMOUSSOUKRO","001",306,130,436
"ETRANGER","ETRANGER","ABIDJAN","YAMOUSSOUKRO","YAMOUSSOUKRO","002",291,144,435
"ETRANGER","ETRANGER","ABIDJAN","YAMOUSSOUKRO","YAMOUSSOUKRO","003",311,124,435
"ETRANGER","ETRANGER","ABIDJAN","YAMOUSSOUKRO","YAMOUSSOUKRO","004",296,139,435
"ETRANGER","ETRANGER","ABIDJAN","YAMOUSSOUKRO","YAMOUSSOUKRO","005",306,129,435
"ETRANGER","ETRANGER","ABIDJAN","ZOUAN-HOUNIEN","ZOUAN HOUNIEN","001",30,1,31
"ETRANGER","ETRANGER","ABIDJAN","ZUENOUALA","ZUENOUALA","001",46,9,55
"ETRANGER","ETRANGER","ABUJA","ABUJA","ABUJA","001",169,67,236
"ETRANGER","ETRANGER","ABUJA","AGEGE","AGEGE 1","001",230,57,287
"ETRANGER","ETRANGER","ABUJA","ASABA","ASABA","001",65,34,99
"ETRANGER","ETRANGER","ABUJA","AYETORO","AYETORO","001",188,84,272
"ETRANGER","ETRANGER","ABUJA","BENIN-CITY","BENIN-CITY","001",250,33,283
"ETRANGER","ETRANGER","ABUJA","GARNAM","GARNAM 1","001",212,56,268
"ETRANGER","ETRANGER","ABUJA","GWANGE","GWANGE 1","001",108,35,143
"ETRANGER","ETRANGER","ABUJA","ILORIN","ILORIN","001",117,26,143
"ETRANGER","ETRANGER","ABUJA","KADUNA","KADUNA","001",102,41,143
"ETRANGER","ETRANGER","ABUJA","KURNA","KANO","001",252,59,311
"ETRANGER","ETRANGER","ABUJA","KURNA","KURNA 1","001",12,3,15
"ETRANGER","ETRANGER","ABUJA","KURNA","KURNA 2","001",13,2,15
"ETRANGER","ETRANGER","ABUJA","LAGOS ISLAND","LAGOS ISLAND 1","001",335,84,419
"ETRANGER","ETRANGER","ABUJA","LAGOS ISLAND","LAGOS ISLAND 1","002",337,82,419
"ETRANGER","ETRANGER","ABUJA","LAGOS ISLAND","LAGOS ISLAND 1","003",338,81,419
"ETRANGER","ETRANGER","ABUJA","MAKURDI","MIDDLE BELT","001",45,14,59
"ETRANGER","ETRANGER","ABUJA","OJOO","OJOO","001",150,29,179
"ETRANGER","ETRANGER","ABUJA","ONITSHA","ONITSHA","001",60,5,65
"ETRANGER","ETRANGER","ABUJA","PORT-HARCOURT","PORT-HARCOURT","001",334,2,336
"ETRANGER","ETRANGER","ABUJA","SABO","SABO","001",97,30,127
"ETRANGER","ETRANGER","ABUJA","YOLA","YOLA","001",90,58,148
"ETRANGER","ETRANGER","ACCRA","ACCRA","CHANCELLERIE AMBASSADE ACCRA","001",289,196,485
"ETRANGER","ETRANGER","ACCRA","ACCRA","CHANCELLERIE AMBASSADE ACCRA","002",281,204,485
"ETRANGER","ETRANGER","ACCRA","ACCRA","CHANCELLERIE AMBASSADE ACCRA","003",279,206,485
"ETRANGER","ETRANGER","ACCRA","ACCRA","CHANCELLERIE AMBASSADE ACCRA","004",289,196,485
"ETRANGER","ETRANGER","ACCRA","ACCRA","CHANCELLERIE AMBASSADE ACCRA","005",262,223,485
"ETRANGER","ETRANGER","ACCRA","ACCRA","CHANCELLERIE AMBASSADE ACCRA","006",262,223,485
"ETRANGER","ETRANGER","ACCRA","ACCRA","CHANCELLERIE AMBASSADE GHANA","001",11,6,17
"ETRANGER","ETRANGER","ACCRA","AFLAO","SALAFIYATUL ISLAM AFLAO","001",139,124,263
"ETRANGER","ETRANGER","ACCRA","ASHIAMA","CHANCELLERIE AMBASSADE ASHIAMAN","001",99,53,152
"ETRANGER","ETRANGER","ACCRA","BOHICON","GUINKOMEY","001",21,9,30
"ETRANGER","ETRANGER","ACCRA","COTONOU","COTONOU","001",363,111,474
"ETRANGER","ETRANGER","ACCRA","COTONOU","COTONOU","002",393,81,474
"ETRANGER","ETRANGER","ACCRA","COTONOU","COTONOU","003",379,95,474
"ETRANGER","ETRANGER","ACCRA","COTONOU","COTONOU","004",364,110,474
"ETRANGER","ETRANGER","ACCRA","COTONOU","COTONOU","005",355,118,473
"ETRANGER","ETRANGER","ACCRA","FADAMA","CHANCELLERIE AMBASSADE FADAMA","001",14,17,31
"ETRANGER","ETRANGER","ACCRA","KARA","KARA","001",1,0,1
"ETRANGER","ETRANGER","ACCRA","KASOA","CHANCELLERIE AMBASSADE KASOA","001",29,18,47
"ETRANGER","ETRANGER","ACCRA","KOFORIDUA","IMMADDI SCHOOL KOFORIDUA","001",83,53,136
"ETRANGER","ETRANGER","ACCRA","KUMASSI","ASEM SCHOOL YELWA","001",295,201,496
"ETRANGER","ETRANGER","ACCRA","KUMASSI","ASEM SCHOOL YELWA","002",306,190,496
"ETRANGER","ETRANGER","ACCRA","KUMASSI","ASEM SCHOOL YELWA","003",303,193,496
"ETRANGER","ETRANGER","ACCRA","KUMASSI","ASEM SCHOOL YELWA","004",294,201,495
"ETRANGER","ETRANGER","ACCRA","LOME","LOME","001",339,141,480
"ETRANGER","ETRANGER","ACCRA","LOME","LOME","002",347,133,480
"ETRANGER","ETRANGER","ACCRA","LOME","LOME","003",342,138,480
"ETRANGER","ETRANGER","ACCRA","LOME","LOME","004",349,131,480
"ETRANGER","ETRANGER","ACCRA","LOME","LOME","005",335,144,479
"ETRANGER","ETRANGER","ACCRA","LOME","LOME","006",348,131,479
"ETRANGER","ETRANGER","ACCRA","MALANVILLE","MALANVILLE","001",64,18,82
"ETRANGER","ETRANGER","ACCRA","MANKESSIM","CHANCELLERIE AMBASSASDE MAKESSIN","001",3,2,5
"ETRANGER","ETRANGER","ACCRA","NIMA","CHANCELLERIE AMBASSADE NIMA","001",7,7,14
"ETRANGER","ETRANGER","ACCRA","PARAKOU","PARAKO","001",55,25,80
"ETRANGER","ETRANGER","ACCRA","PORTO-NOVO","ECOLE GUINKOMEY PORTO NOVO","001",29,19,48
"ETRANGER","ETRANGER","ACCRA","SUNYANI","SCHOOL BARA ALHADI SYNYANI","001",167,137,304
"ETRANGER","ETRANGER","ACCRA","TAKORADI","CITY CONSUL TAKORADI","001",270,153,423
"ETRANGER","ETRANGER","ACCRA","TAMALE","ECOLE GIRLS INT. SCHOOL TAMALE","001",57,28,85
"ETRANGER","ETRANGER","ACCRA","TECHIMAN","TAKO SCHOOL TECHIMAN","001",86,35,121
"ETRANGER","ETRANGER","ACCRA","TEMA","CHANCELLERIE AMBASSADE TEMA","001",29,14,43
"ETRANGER","ETRANGER","ADDIS-ABEBA","ETHIOPIE","ETHIOPIE","001",60,45,105
"ETRANGER","ETRANGER","ALGER","ALGER","CHANCELLERIE AMBASSADE","001",8,6,14
"ETRANGER","ETRANGER","BERLIN","BERLIN","BERLIN","001",115,62,177
"ETRANGER","ETRANGER","BERLIN","FRANCKFORT","FRANCFORT","001",2,2,4
"ETRANGER","ETRANGER","BERLIN","HAMBURG","HAMBOURG","001",23,17,40
"ETRANGER","ETRANGER","BERLIN","MUNICH","MUNICH","001",30,19,49
"ETRANGER","ETRANGER","BERLIN","NORVEGE (OSLO)","OSLO(NORVEGE)","001",6,5,11
"ETRANGER","ETRANGER","BERLIN","SUEDE (STOCKHOLM)","STOCKHOLM(SUEDE)","001",17,13,30
"ETRANGER","ETRANGER","BOUAKE","BEOUMI","BEOUMI","001",111,40,151
"ETRANGER","ETRANGER","BOUAKE","BEOUMI","BEOUMI-DAGA","001",112,39,151
"ETRANGER","ETRANGER","BOUAKE","BONDOUKOU","BONDOUKOU","001",196,66,262
"ETRANGER","ETRANGER","BOUAKE","BONDOUKOU","BONDOUKOU","002",199,63,262
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","AIR FRANCE","001",22,23,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","BAFRETOU","001",33,12,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","BOROTOUKRO/COMPLEXE SUCRIER","001",29,16,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","BOUAKE VILLE","001",297,118,415
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","BROUKRO BANCO-AHOUGNASSOU","001",29,17,46
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","DABAKALA","001",28,17,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","DIANRA VILLAGE","001",26,19,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","FAHADIADOUGOU","001",25,20,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","FILAKEDOUGOU","001",31,14,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","GUEMBE","001",29,16,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","KANI","001",31,14,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","KASSERE","001",27,18,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","KATIALI","001",32,13,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","KIEMOU","001",30,15,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","KONG","001",31,14,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","KOROKARA","001",30,15,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","KOUN-FAO","001",29,16,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","MADINANI","001",25,20,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","MINIGNAN","001",30,15,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","MORONDO","001",33,12,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","NAFOUNGOLO","001",28,17,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","NIAKARAMANDOUGOU","001",33,12,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","NIOFOIN","001",26,19,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","OUANINOU","001",30,16,46
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","SARHALA-KPESSO","001",29,16,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","SIRAASSO","001",34,12,46
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","TEHINI","001",30,15,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","TIENKO","001",20,25,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE","ZONE INDUSTRIELLE","001",31,14,45
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-BELLE VILLE","BOUAKE-BELLE-VILLE","001",221,82,303
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-BROBO","BROBO","001",4,0,4
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-DARES SALAM","DAR-ES-SALAM","001",308,151,459
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-DARES SALAM","DAR-ES-SALAM","002",320,139,459
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-DARES SALAM","DAR-ES-SALAM","003",326,133,459
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-DARES SALAM","DAR-ES-SALAM","004",314,145,459
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-DARES SALAM","DAR-ES-SALAM","005",326,133,459
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-DJAMBOUROU","DJAMBOUROU","001",333,158,491
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-KOKO","KOKO","001",216,82,298
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-SOKOURA","SOKOURA","001",186,97,283
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-SOKOURA","SOKOURA","002",198,84,282
"ETRANGER","ETRANGER","BOUAKE","BOUAKE-TOLA","TOLA","001",158,95,253
"ETRANGER","ETRANGER","BOUAKE","BOUNA","BOUNA","001",35,16,51
"ETRANGER","ETRANGER","BOUAKE","BOUNA","BOUNA-BADA","001",36,16,52
"ETRANGER","ETRANGER","BOUAKE","BOUNDIALI","BOUNDIALI","001",207,99,306
"ETRANGER","ETRANGER","BOUAKE","DIARRABANA","DIARABANA","001",1,0,1
"ETRANGER","ETRANGER","BOUAKE","DIAWALA","DIAWALA","001",127,34,161
"ETRANGER","ETRANGER","BOUAKE","DICKODOUGOU","DIKODOUGOU","001",1,0,1
"ETRANGER","ETRANGER","BOUAKE","DOROPO","DOROPO","001",7,11,18
"ETRANGER","ETRANGER","BOUAKE","DUALA","DUALLA","001",64,27,91
"ETRANGER","ETRANGER","BOUAKE","FERKE","FERKE","001",300,111,411
"ETRANGER","ETRANGER","BOUAKE","GBON","GBON","001",38,23,61
"ETRANGER","ETRANGER","BOUAKE","KATIOLA","KATIOLA","001",293,52,345
"ETRANGER","ETRANGER","BOUAKE","KOLIA","KOLIA","001",81,42,123
"ETRANGER","ETRANGER","BOUAKE","KORHOGO","KORHOGO","001",303,143,446
"ETRANGER","ETRANGER","BOUAKE","KORHOGO","KORHOGO","002",317,129,446
"ETRANGER","ETRANGER","BOUAKE","KORHOGO","KORHOGO","003",325,120,445
"ETRANGER","ETRANGER","BOUAKE","KORHOGO","KORHOGO","004",316,129,445
"ETRANGER","ETRANGER","BOUAKE","KORHOGO","KORHOGO","005",320,125,445
"ETRANGER","ETRANGER","BOUAKE","KORHOGO","KORHOGO","006",301,144,445
"ETRANGER","ETRANGER","BOUAKE","KOUTO","KOUTO","001",293,107,400
"ETRANGER","ETRANGER","BOUAKE","MANKONO","MANKONO","001",383,98,481
"ETRANGER","ETRANGER","BOUAKE","M'BENGUE","M'BENGUE","001",342,115,457
"ETRANGER","ETRANGER","BOUAKE","NIELLE","NIELLE","001",59,40,99
"ETRANGER","ETRANGER","BOUAKE","ODIENNE","ODIENNE","001",373,127,500
"ETRANGER","ETRANGER","BOUAKE","ODIENNE","ODIENNE","002",370,129,499
"ETRANGER","ETRANGER","BOUAKE","ODIENNE","ODIENNE","003",373,126,499
"ETRANGER","ETRANGER","BOUAKE","ODIENNE","ODIENNE","004",367,132,499
"ETRANGER","ETRANGER","BOUAKE","OUANGOLO","OUANGOLO","001",279,123,402
"ETRANGER","ETRANGER","BOUAKE","OUANGOLO","OUANGOLO","002",269,133,402
"ETRANGER","ETRANGER","BOUAKE","SAKASSOU","SAKASSOU","001",353,140,493
"ETRANGER","ETRANGER","BOUAKE","SAKASSOU","SAKASSOU-DAGA","001",324,170,494
"ETRANGER","ETRANGER","BOUAKE","SEGUELA","SEGUELA","001",324,130,454
"ETRANGER","ETRANGER","BOUAKE","SEGUELA","SEGUELA","002",303,150,453
"ETRANGER","ETRANGER","BOUAKE","SEGUELA","SEGUELA","003",312,141,453
"ETRANGER","ETRANGER","BOUAKE","SEGUELA","SEGUELA","004",302,151,453
"ETRANGER","ETRANGER","BOUAKE","SEGUELA","SEGUELA","005",282,171,453
"ETRANGER","ETRANGER","BOUAKE","SEGUELA","SEGUELA","006",310,143,453
"ETRANGER","ETRANGER","BOUAKE","SEGUELA","SEGUELA","007",317,136,453
"ETRANGER","ETRANGER","BOUAKE","SEGUELA","SEGUELA","008",308,145,453
"ETRANGER","ETRANGER","BOUAKE","SINEMATIALI","SINEMENTIALI","001",89,28,117
"ETRANGER","ETRANGER","BOUAKE","TAFIRE","TAFIRE","001",6,1,7
"ETRANGER","ETRANGER","BOUAKE","TANDA","TANDA","001",93,34,127
"ETRANGER","ETRANGER","BOUAKE","TENGRELA","TENGRELA","001",251,57,308
"ETRANGER","ETRANGER","BOUAKE","TIENINGBOUE","TIENINGBOUE","001",67,13,80
